종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"318410","비비씨 ","12500","-250","-1.96","1831","6.83",,,"12300","1.02","0","0.00"
"002070","비비안 ","2550","-35","-1.35",,,,,"3376","0.76","0","0.00"
"100220","비상교육 ","7020","-80","-1.13",,,,,"15074","0.47","150","2.14"
"146320","비씨엔씨 ","20100","-650","-3.13","234","85.90",,,"1111","18.09","0","0.00"
"200780","비씨월드제약 ","12700","-250","-1.93","548","23.18",,,"11436","1.11","100","0.79"
"141000","비아트론 ","10300","0","0.00","1235","8.34",,,"11991","0.86","100","0.97"
"090460","비에이치 ","19150","-150","-0.78","848","22.58","2891","6.62","9470","2.02","250","1.31"
"083650","비에이치아이 ","4880","-15","-0.31","174","28.05",,,"3770","1.29","0","0.00"
"086670","비엠티 ","12350","800","6.93","492","25.10",,,"8974","1.38","150","1.21"
"335890","비올 ","2360","0","0.00",,,,,"360","6.56","0","0.00"
"138580","비즈니스온 ","10800","50","0.47","165","65.45",,,"2723","3.97","300","2.78"
"082920","비츠로셀 ","13950","-100","-0.71","656","21.27",,,"7235","1.93","120","0.86"
"054220","비츠로시스 ","5670","0","0.00",,,,,"194","29.23","0","0.00"
"042370","비츠로테크 ","9030","-50","-0.55","825","10.95",,,"7618","1.19","50","0.55"
"030790","비케이탑스 ","1835","-50","-2.65",,,,,"1763","1.04","0","0.00"
"307870","비투엔 ","3155","25","0.80",,,,,,,"0","0.00"
"357880","비트나인 ","15050","150","1.01",,,,,,,"0","0.00"
"032850","비트컴퓨터 ","8580","0","0.00","394","21.78",,,"3288","2.61","61","0.71"
"238200","비피도 ","8550","-50","-0.58",,,,,"5463","1.57","0","0.00"
"093190","빅솔론 ","6140","-50","-0.81","340","18.06",,,"7691","0.80","150","2.44"
"065450","빅텍 ","6320","-170","-2.62","106","59.62",,,"1824","3.46","0","0.00"
"005180","빙그레 ","53100","-400","-0.75","3944","13.46","3540","15.00","59843","0.89","1600","3.01"
"072950","빛샘전자 ","6960","0","0.00","194","35.88",,,"10110","0.69","50","0.72"
"143240","사람인에이치알 ","39150","100","0.26","1965","19.92","3720","10.52","10698","3.66","600","1.53"
"003960","사조대림 ","27550","-250","-0.90","4602","5.99",,,"39002","0.71","200","0.73"
"008040","사조동아원 ","1365","-60","-4.21","73","18.70",,,"1469","0.93","0","0.00"
"007160","사조산업 ","46550","-750","-1.59","1496","31.12",,,"79731","0.58","200","0.43"
"014710","사조씨푸드 ","6070","-220","-3.50","455","13.34",,,"12244","0.50","0","0.00"
"006090","사조오양 ","10100","50","0.50","1959","5.16",,,"19611","0.52","150","1.49"
"100090","삼강엠앤티 ","18650","-150","-0.80","270","69.07","835","22.34","4805","3.88","0","0.00"
"122350","삼기 ","4350","-30","-0.68",,,,,"3362","1.29","0","0.00"
"014970","삼륭물산 ","6110","-80","-1.29",,,,,"4330","1.41","75","1.23"
"018310","삼목에스폼 ","23200","-300","-1.28","58","400.00",,,"23099","1.00","0","0.00"
"053700","삼보모터스 ","5110","10","0.20",,,,,"11585","0.44","0","0.00"
"009620","삼보산업 ","1600","-30","-1.84",,,,,"462","3.46","0","0.00"
"023600","삼보판지 ","13700","-200","-1.44","2263","6.05",,,"24231","0.57","125","0.91"
"001470","삼부토건 ","2275","-220","-8.82",,,,,"1397","1.63","0","0.00"
"006400","삼성SDI ","501000","-10000","-1.96","8593","58.30","22044","22.73","184387","2.72","1000","0.20"
"006405","삼성SDI우 ","282500","-1000","-0.35",,,,,,,"1050","0.37"
"006660","삼성공조 ","14050","-250","-1.75","673","20.88",,,"27201","0.52","80","0.57"
"380320","삼성머스트스팩5호 ","2950","-35","-1.17",,,,,,,"0","0.00"
"028260","삼성물산 ","108000","500","0.47","6278","17.20","8069","13.38","160189","0.67","2300","2.13"
"02826K","삼성물산우B ","102000","0","0.00",,,,,,,"2350","2.30"
"207940","삼성바이오로직스 ","767000","3000","0.39","3599","213.11","7699","99.62","68692","11.17","0","0.00"
"032830","삼성생명 ","58700","-300","-0.51","7049","8.33","6714","8.74","209474","0.28","2500","4.26"
"377630","삼성스팩4호 ","3910","-90","-2.25",,,,,,,"0","0.00"
"018260","삼성에스디에스 ","137500","1000","0.73","5733","23.98","9453","14.55","86188","1.60","2400","1.75"
"028050","삼성엔지니어링 ","26850","100","0.37","1249","21.50","2263","11.86","8167","3.29","0","0.00"
"009150","삼성전기 ","159000","2500","1.60","7993","19.89","16015","9.93","74385","2.14","1400","0.88"
"009155","삼성전기우 ","89700","100","0.11",,,,,,,"1450","1.62"
"005930","삼성전자 ","70000","-100","-0.14","3841","18.22","6808","10.28","39406","1.78","2994","4.28"
"005935","삼성전자우 ","63800","400","0.63",,,,,,,"2995","4.69"
"001360","삼성제약 ","4140","0","0.00",,,,,"1981","2.09","0","0.00"
"010140","삼성중공업 ","5950","10","0.17",,,,,"5536","1.07","0","0.00"
"010145","삼성중공우 ","244500","4500","1.88",,,,,,,"0","0.00"
"016360","삼성증권 ","40950","-100","-0.24","5686","7.20","8748","4.68","59542","0.69","2200","5.37"
"068290","삼성출판사 ","29400","600","2.08","5322","5.52",,,"14285","2.06","200","0.68"
"029780","삼성카드 ","31800","-50","-0.16","3737","8.51","4559","6.98","61450","0.52","1800","5.66"
"000810","삼성화재 ","181000","0","0.00","17760","10.19","19499","9.28","321574","0.56","8800","4.86"
"000815","삼성화재우 ","152500","-500","-0.33",,,,,,,"8805","5.77"
"006110","삼아알미늄 ","27900","-1000","-3.46","319","87.46",,,"10036","2.78","100","0.36"
"009300","삼아제약 ","16450","-100","-0.60","20","822.50",,,"26105","0.63","300","1.82"
"145990","삼양사 ","51000","-800","-1.54","5738","8.89",,,"109328","0.47","1250","2.45"
"145995","삼양사우 ","36750","-50","-0.14",,,,,,,"1300","3.54"
"003230","삼양식품 ","81200","-1300","-1.58","8922","9.10","8586","9.46","45470","1.79","800","0.99"
"225190","삼양옵틱스 ","11000","-50","-0.45","213","51.64",,,"3420","3.22","600","5.45"
"002170","삼양통상 ","55500","-400","-0.72","17515","3.17",,,"125195","0.44","1250","2.25"
"272550","삼양패키징 ","22650","-250","-1.09","2273","9.96","3230","7.01","21657","1.05","1000","4.42"
"000070","삼양홀딩스 ","80900","-900","-1.10","13218","6.12",,,"171357","0.47","2250","2.78"
"000075","삼양홀딩스우 ","61200","-300","-0.49",,,,,,,"2300","3.76"
"002810","삼영무역 ","13400","-100","-0.74","1600","8.38",,,"20537","0.65","500","3.73"
"361670","삼영에스앤씨 ","9330","-150","-1.58","359","25.99",,,"3269","2.85","0","0.00"
"054540","삼영엠텍 ","4495","-70","-1.53","576","7.80",,,"5853","0.77","150","3.34"
"065570","삼영이엔씨 ","7340","90","1.24",,,,,"8463","0.87","70","0.95"
"005680","삼영전자 ","10250","-100","-0.97","571","17.95",,,"24545","0.42","250","2.44"
"003720","삼영화학 ","3050","-50","-1.61","6","508.33",,,"1297","2.35","0","0.00"
"023000","삼원강재 ","2935","-5","-0.17","204","14.39",,,"5319","0.55","105","3.58"
"004380","삼익THK ","12300","-200","-1.60","215","57.21",,,"9046","1.36","150","1.22"
"002450","삼익악기 ","1740","-20","-1.14","120","14.50",,,"2464","0.71","50","2.87"
"032280","삼일 ","2780","0","0.00",,,,,"3709","0.75","30","1.08"
"002290","삼일기업공사 ","4600","-105","-2.23","195","23.59",,,"4838","0.95","100","2.17"
"004440","삼일씨엔에스 ","11400","-100","-0.87",,,,,"21785","0.52","0","0.00"
"000520","삼일제약 ","8410","-180","-2.10","110","76.45",,,"4746","1.77","75","0.89"
"009770","삼정펄프 ","27550","-650","-2.30","10743","2.56",,,"84390","0.33","1000","3.63"
"037460","삼지전자 ","10950","0","0.00","1745","6.28",,,"13466","0.81","300","2.74"
"032750","삼진 ","9070","-20","-0.22","919","9.87",,,"11331","0.80","200","2.21"
"054090","삼진엘앤디 ","2785","-35","-1.24",,,,,"3439","0.81","75","2.69"
"005500","삼진제약 ","25450","50","0.20","2266","11.23",,,"15357","1.66","800","3.14"
"000250","삼천당제약 ","34350","100","0.29",,,,,"8197","4.19","0","0.00"
"004690","삼천리 ","102500","-2500","-2.38","9248","11.08","17226","5.95","317378","0.32","3000","2.93"
"024950","삼천리자전거 ","11800","-50","-0.42","1090","10.83","1207","9.77","7038","1.68","200","1.69"
"038500","삼표시멘트 ","4885","-90","-1.81","128","38.16","151","32.44","5988","0.82","75","1.54"
"017480","삼현철강 ","6300","-100","-1.56","500","12.60",,,"9834","0.64","150","2.38"
"010960","삼호개발 ","4610","-65","-1.39","802","5.75",,,"8443","0.55","190","4.12"
"046390","삼화네트웍스 ","4595","215","4.91",,,,,"746","6.16","0","0.00"
"004450","삼화왕관 ","42950","-400","-0.92","819","52.44",,,"66914","0.64","1250","2.91"
"009470","삼화전기 ","26100","-100","-0.38","637","40.97",,,"7420","3.52","100","0.38"
"011230","삼화전자 ","4050","20","0.50",,,,,"931","4.35","0","0.00"
"001820","삼화콘덴서 ","55100","100","0.18","2272","24.25","3656","15.07","16709","3.30","300","0.54"
"000390","삼화페인트 ","8780","-40","-0.45","294","29.86",,,"10862","0.81","150","1.71"
"027580","상보 ","1750","15","0.86","69","25.36",,,"721","2.43","0","0.00"
"038540","상상인 ","9450","-110","-1.15","1134","8.33",,,"10581","0.89","0","0.00"
"329560","상상인이안제2호스팩 ","2035","0","0.00",,,,,,,"0","0.00"
"101000","상상인인더스트리 ","994","2","0.20","22","45.18",,,"418","2.38","0","0.00"
"001290","상상인증권 ","1160","-5","-0.43","27","42.96",,,"1799","0.64","0","0.00"
"041650","상신브레이크 ","3505","-35","-0.99",,,,,"7620","0.46","50","1.43"
"091580","상신이디피 ","13800","-50","-0.36","689","20.03",,,"5530","2.50","70","0.51"
"263810","상신전자 ","4010","-35","-0.87","145","27.66",,,"2537","1.58","0","0.00"
"089980","상아프론테크 ","40850","50","0.12","153","266.99","1163","35.12","9540","4.28","160","0.39"
"042940","상지카일룸 ","1040","0","0.00",,,,,"1052","0.99","0","0.00"
"042600","새로닉스 ","22800","-300","-1.30",,,,,"6120","3.73","20","0.09"
"075180","새론오토모티브 ","5740","-10","-0.17","321","17.88",,,"11350","0.51","150","2.61"
"252990","샘씨엔에스 ","6280","-40","-0.63","156","40.26","389","16.15","61","102.95","0","0.00"
"263540","샘코 ","40300","0","0.00",,,,,"8720","4.62","0","0.00"
"007540","샘표 ","49000","-4400","-8.24","15906","3.08",,,"62296","0.79","200","0.41"
"248170","샘표식품 ","44050","-2250","-4.86","7895","5.58",,,"42068","1.05","200","0.45"
"294630","서남 ","2985","15","0.51",,,,,"594","5.03","0","0.00"
"038070","서린바이오 ","16500","150","0.92","601","27.45",,,"7079","2.33","100","0.61"
"006730","서부T&D ","8920","0","0.00",,,"189","47.26","10377","0.86","50","0.56"
"079650","서산 ","2585","-40","-1.52",,,,,"3133","0.83","0","0.00"
"100660","서암기계공업 ","4930","-80","-1.60","41","120.24",,,"4882","1.01","35","0.71"
"007860","서연 ","10250","-450","-4.21",,,,,"18291","0.56","50","0.49"
"200880","서연이화 ","6670","-50","-0.74",,,,,"22307","0.30","100","1.50"
"019770","서연탑메탈 ","5270","-200","-3.66","307","17.17",,,"5898","0.89","85","1.61"
"017390","서울가스 ","192500","-1500","-0.77","33732","5.71",,,"206106","0.93","16750","8.70"
"043710","서울리거 ","964","-20","-2.03",,,,,"780","1.24","0","0.00"
"092190","서울바이오시스 ","10150","-100","-0.98","288","35.24","646","15.72","4595","2.21","143","1.41"
"046890","서울반도체 ","13300","0","0.00","310","42.90","971","13.70","11728","1.13","157","1.18"
"004410","서울식품 ","285","-3","-1.04",,,,,"78","3.65","0","0.00"
"004415","서울식품우 ","4115","80","1.98",,,,,,,"0","0.00"
"063170","서울옥션 ","21750","150","0.69",,,,,"3856","5.64","0","0.00"
"027040","서울전자통신 ","647","-9","-1.37",,,,,"1588","0.41","0","0.00"
"018680","서울제약 ","6550","-70","-1.06",,,,,"3385","1.94","0","0.00"
"021050","서원 ","2075","-35","-1.66",,,,,"2118","0.98","0","0.00"
"093920","서원인텍 ","6220","-70","-1.11","900","6.91",,,"9238","0.67","350","5.63"
"189860","서전기전 ","9020","-50","-0.55","262","34.43",,,"4125","2.19","30","0.33"
"178320","서진시스템 ","33550","-50","-0.15",,,,,"13364","2.51","0","0.00"
"122690","서진오토모티브 ","3370","-30","-0.88",,,,,"3624","0.93","0","0.00"
"140070","서플러스글로벌 ","4095","-65","-1.56","327","12.52",,,"3598","1.14","30","0.73"
"011370","서한 ","1545","0","0.00","180","8.58",,,"3149","0.49","40","2.59"
"065710","서호전기 ","21700","50","0.23","1319","16.45",,,"14273","1.52","1000","4.61"
"008490","서흥 ","39250","-400","-1.01","4766","8.24",,,"29221","1.34","450","1.15"
"035890","서희건설 ","1655","-10","-0.60","632","2.62",,,"2260","0.73","40","2.42"
"357550","석경에이티 ","14800","-250","-1.66","229","64.63",,,"3807","3.89","0","0.00"
"003100","선광 ","60700","500","0.83","1152","52.69",,,"45992","1.32","350","0.58"
"123420","선데이토즈 ","24400","250","1.04","1657","14.73",,,"15089","1.62","0","0.00"
"007610","선도전기 ","2810","-40","-1.40","140","20.07",,,"5138","0.55","5","0.18"
"171090","선익시스템 ","16350","-300","-1.80","275","59.45",,,"10071","1.62","100","0.61"
"136490","선진 ","10500","-100","-0.94","3516","2.99",,,"15558","0.67","100","0.95"
"086710","선진뷰티사이언스 ","21550","800","3.86","622","34.65","609","35.38","6402","3.37","20","0.09"
"014620","성광벤드 ","8330","-70","-0.83",,,"210","39.71","15286","0.54","100","1.20"
"037350","성도이엔지 ","5160","20","0.39","6074","0.85",,,"14797","0.35","200","3.88"
"014910","성문전자 ","2300","-60","-2.54",,,,,"1311","1.75","0","0.00"
"014915","성문전자우 ","8800","0","0.00",,,,,,,"5","0.06"
"003080","성보화학 ","3940","25","0.64",,,,,"6827","0.58","135","3.43"
"004980","성신양회 ","13600","-250","-1.81","416","32.69",,,"16113","0.84","150","1.10"
"004985","성신양회우 ","15000","-500","-3.23",,,,,,,"200","1.33"
"011300","성안 ","787","0","0.00",,,,,"977","0.81","0","0.00"
"081580","성우전자 ","3290","-45","-1.35",,,,,"6283","0.52","0","0.00"
"045300","성우테크론 ","5420","-40","-0.73","406","13.35",,,"5488","0.99","40","0.74"
"015750","성우하이텍 ","4555","-85","-1.83",,,,,"12845","0.35","50","1.10"
"000180","성창기업지주 ","2490","15","0.61","78","31.92",,,"7637","0.33","0","0.00"
"080470","성창오토텍 ","7420","-40","-0.54","114","65.09",,,"5231","1.42","50","0.67"
"043260","성호전자 ","1505","0","0.00","287","5.24",,,"1385","1.09","0","0.00"
"148150","세경하이테크 ","22500","-300","-1.32",,,,,"11224","2.00","100","0.44"
"002420","세기상사 ","11400","150","1.33",,,,,"5066","2.25","0","0.00"
"053060","세동 ","1250","10","0.81",,,,,"569","2.20","0","0.00"
"340440","세림B&G ","2255","-25","-1.10",,,,,,,"0","0.00"
"017510","세명전기 ","4200","-30","-0.71","141","29.79",,,"4741","0.89","70","1.67"
"004360","세방 ","11400","-100","-0.87","1436","7.94",,,"36981","0.31","190","1.67"
"004365","세방우 ","7030","30","0.43",,,,,,,"195","2.77"
"004490","세방전지 ","63700","800","1.27","4916","12.96",,,"79003","0.81","500","0.78"
"011560","세보엠이씨 ","6760","-30","-0.44","693","9.75",,,"14701","0.46","200","2.96"
"001430","세아베스틸 ","19600","300","1.55",,,"4713","4.16","45201","0.43","200","1.02"
"306200","세아제강 ","111000","-7500","-6.33","11713","9.48","38395","2.89","209869","0.53","2500","2.25"
"003030","세아제강지주 ","126500","-7500","-5.60","4227","29.93",,,"235619","0.54","1500","1.19"
"019440","세아특수강 ","16600","850","5.40",,,,,"35541","0.47","700","4.22"
"058650","세아홀딩스 ","112500","2500","2.27",,,,,"464459","0.24","2250","2.00"
"052190","세영디앤씨 ","3005","0","0.00",,,,,"6051","0.50","0","0.00"
"013000","세우글로벌 ","1610","-25","-1.53",,,,,"1546","1.04","0","0.00"
"100700","세운메디칼 ","3750","-25","-0.66","243","15.43",,,"2328","1.61","50","1.33"
"234100","세원 ","3340","-10","-0.30","341","9.79",,,"1920","1.74","0","0.00"
"024830","세원물산 ","6280","0","0.00","2199","2.86",,,"24775","0.25","25","0.40"
"091090","세원이앤씨 ","995","-2","-0.20",,,,,"1229","0.81","0","0.00"
"021820","세원정공 ","8090","0","0.00","2478","3.26",,,"44548","0.18","25","0.31"
"067830","세이브존I&C ","2980","-45","-1.49","262","11.37",,,"11015","0.27","30","1.01"
"033530","세종공업 ","7230","-60","-0.82",,,,,"13953","0.52","50","0.69"
"258830","세종메디칼 ","4455","-5","-0.11","14","318.21",,,"1325","3.36","20","0.45"
"036630","세종텔레콤 ","497","1","0.20","30","16.57",,,"588","0.85","0","0.00"
"039310","세중 ","4000","-100","-2.44","29","137.93",,,"4506","0.89","0","0.00"
"075580","세진중공업 ","7020","-170","-2.36","33","212.73","273","25.75","2720","2.58","150","2.14"
"067770","세진티에스 ","4005","-105","-2.55","510","7.85",,,"4915","0.81","0","0.00"
"053450","세코닉스 ","10500","0","0.00",,,"1220","8.61","6723","1.56","0","0.00"
"234340","세틀뱅크 ","26200","-150","-0.57","1294","20.25","1958","13.38","12456","2.10","350","1.34"
"027970","세하 ","1495","-20","-1.32","322","4.64",,,"1525","0.98","0","0.00"
"252500","세화피앤씨 ","1665","-5","-0.30","107","15.56",,,"725","2.30","30","1.80"
"347000","센코 ","14000","-350","-2.44","166","84.34",,,"3989","3.51","0","0.00"
"308170","센트랄모텍 ","17850","-100","-0.56","809","22.06",,,"12170","1.47","0","0.00"
"012600","센트럴인사이트 ","2490","0","0.00",,,,,"1394","1.79","0","0.00"
"331920","셀레믹스 ","10450","-150","-1.42",,,,,"3622","2.89","0","0.00"
"049180","셀루메드 ","5830","-50","-0.85","3","1943.33",,,"814","7.16","0","0.00"
"299660","셀리드 ","31150","400","1.30",,,,,"4877","6.39","0","0.00"
"268600","셀리버리 ","29850","50","0.17",,,,,"2283","13.07","0","0.00"
"108860","셀바스AI ","8060","-20","-0.25","185","43.57",,,"1627","4.95","0","0.00"
"208370","셀바스헬스케어 ","3080","-55","-1.75","35","88.00",,,"1148","2.68","0","0.00"
"068270","셀트리온 ","171000","6000","3.64","3686","46.39","5092","33.58","23813","7.18","0","0.00"
"068760","셀트리온제약 ","93600","2600","2.86","558","167.74",,,"7995","11.71","0","0.00"
"091990","셀트리온헬스케어 ","65800","1300","2.02","1544","42.62","1416","46.48","12247","5.37","0","0.00"
